feature,grid_value,species,mean_count
n_projects,0.3977,Common Snook (Adult),625.887163
n_projects,0.3977,Common Snook (Sub-adult),11.918285
n_projects,0.3977,Spotted Seatrout (Adult),127.643009
n_projects,0.3977,Spotted Seatrout (Recruit),472.334089
n_projects,0.3977,Gray Snapper (Recruit),51.924139
n_projects,0.3977,Gray Snapper (Sub-adult),95.220346
n_projects,0.3977,Gag Grouper (Sub-adult),23.641628
n_projects,0.3977,Red Drum (Recruit),37.816086
n_projects,0.3977,Red Drum (Sub-adult),340.013664
n_projects,0.4971,Sheepshead (Adult),302.58339
n_projects,0.4971,Sheepshead (Recruit),28.85627
n_projects,0.4971,Blue Crab (Recruit),455.252464
n_projects,0.4971,Common Snook (Adult),625.970337
n_projects,0.4971,Common Snook (Sub-adult),11.871546
n_projects,0.4971,Spotted Seatrout (Adult),128.154387
n_projects,0.4971,Spotted Seatrout (Recruit),474.215919
n_projects,0.4971,Gray Snapper (Recruit),51.870604
n_projects,0.4971,Gray Snapper (Sub-adult),95.415946
n_projects,0.4971,Gag Grouper (Sub-adult),23.845514
n_projects,0.4971,Red Drum (Recruit),37.835343
n_projects,0.4971,Red Drum (Sub-adult),340.127674
n_projects,0.5965,Sheepshead (Adult),303.519578
n_projects,0.5965,Sheepshead (Recruit),28.877347
n_projects,0.5965,Blue Crab (Recruit),454.725136
n_projects,0.5965,Common Snook (Adult),626.132027
n_projects,0.5965,Common Snook (Sub-adult),11.813392
n_projects,0.5965,Spotted Seatrout (Adult),128.731359
n_projects,0.5965,Spotted Seatrout (Recruit),476.063963
n_projects,0.5965,Gray Snapper (Recruit),51.801919
n_projects,0.5965,Gray Snapper (Sub-adult),95.622044
n_projects,0.5965,Gag Grouper (Sub-adult),24.054473
n_projects,0.5965,Red Drum (Recruit),37.829927
n_projects,0.5965,Red Drum (Sub-adult),340.251419
n_projects,0.6959,Sheepshead (Adult),304.501592
n_projects,0.6959,Sheepshead (Recruit),28.904664
n_projects,0.6959,Blue Crab (Recruit),454.183971
n_projects,0.6959,Common Snook (Adult),626.297859
n_projects,0.6959,Common Snook (Sub-adult),11.762504
n_projects,0.6959,Spotted Seatrout (Adult),129.318022
n_projects,0.6959,Spotted Seatrout (Recruit),477.788609
n_projects,0.6959,Gray Snapper (Recruit),51.741244
n_projects,0.6959,Gray Snapper (Sub-adult),95.846731
n_projects,0.6959,Gag Grouper (Sub-adult),24.259466
n_projects,0.6959,Red Drum (Recruit),37.817297
n_projects,0.6959,Red Drum (Sub-adult),340.348015
n_projects,0.7953,Sheepshead (Adult),305.496139
n_projects,0.7953,Sheepshead (Recruit),28.923207
n_projects,0.7953,Blue Crab (Recruit),453.587364
n_projects,0.7953,Common Snook (Adult),626.474665
n_projects,0.7953,Common Snook (Sub-adult),11.700144
n_projects,0.7953,Spotted Seatrout (Adult),129.871124
n_projects,0.7953,Spotted Seatrout (Recruit),479.355076
n_projects,0.7953,Gray Snapper (Recruit),51.666524
n_projects,0.7953,Gray Snapper (Sub-adult),96.073687
n_projects,0.7953,Gag Grouper (Sub-adult),24.453834
n_projects,0.7953,Red Drum (Recruit),37.795651
n_projects,0.7953,Red Drum (Sub-adult),340.508492
n_projects,0.8947,Sheepshead (Adult),306.590708
n_projects,0.8947,Sheepshead (Recruit),28.948859
n_projects,0.8947,Blue Crab (Recruit),453.01696
n_projects,0.8947,Common Snook (Adult),626.837362
n_projects,0.8947,Common Snook (Sub-adult),11.640088
n_projects,0.8947,Spotted Seatrout (Adult),130.422825
n_projects,0.8947,Spotted Seatrout (Recruit),480.838367
n_projects,0.8947,Gray Snapper (Recruit),51.607602
n_projects,0.8947,Gray Snapper (Sub-adult),96.335615
n_projects,0.8947,Gag Grouper (Sub-adult),24.64332
n_projects,0.8947,Red Drum (Recruit),37.76268
n_projects,0.8947,Red Drum (Sub-adult),340.685509
n_projects,0.9942,Sheepshead (Adult),307.719604
n_projects,0.9942,Sheepshead (Recruit),28.962
n_projects,0.9942,Blue Crab (Recruit),452.457024
n_projects,0.9942,Common Snook (Adult),627.18891
n_projects,0.9942,Common Snook (Sub-adult),11.587551
n_projects,0.9942,Spotted Seatrout (Adult),130.9804
n_projects,0.9942,Spotted Seatrout (Recruit),482.315542
n_projects,0.9942,Gray Snapper (Recruit),51.552799
n_projects,0.9942,Gray Snapper (Sub-adult),96.600096
n_projects,0.9942,Gag Grouper (Sub-adult),24.828102
n_projects,0.9942,Red Drum (Recruit),37.722602
n_projects,0.9942,Red Drum (Sub-adult),340.881374
n_projects,1.0936,Sheepshead (Adult),308.890188
n_projects,1.0936,Sheepshead (Recruit),28.973517
n_projects,1.0936,Blue Crab (Recruit),451.966827
n_projects,1.0936,Common Snook (Adult),627.453979
n_projects,1.0936,Common Snook (Sub-adult),11.522952
n_projects,1.0936,Spotted Seatrout (Adult),131.532839
n_projects,1.0936,Spotted Seatrout (Recruit),483.575226
n_projects,1.0936,Gray Snapper (Recruit),51.481239
n_projects,1.0936,Gray Snapper (Sub-adult),96.858038
n_projects,1.0936,Gag Grouper (Sub-adult),25.00621
n_projects,1.0936,Red Drum (Recruit),37.695602
n_projects,1.0936,Red Drum (Sub-adult),341.102451
n_projects,1.193,Sheepshead (Adult),310.077666
n_projects,1.193,Sheepshead (Recruit),28.976616
n_projects,1.193,Blue Crab (Recruit),451.52776
n_projects,1.193,Common Snook (Adult),627.796736
n_projects,1.193,Common Snook (Sub-adult),11.476166
n_projects,1.193,Spotted Seatrout (Adult),132.093828
n_projects,1.193,Spotted Seatrout (Recruit),484.741819
n_projects,1.193,Gray Snapper (Recruit),51.416483
n_projects,1.193,Gray Snapper (Sub-adult),97.134933
n_projects,1.193,Gag Grouper (Sub-adult),25.188303
n_projects,1.193,Red Drum (Recruit),37.682006
n_projects,1.193,Red Drum (Sub-adult),341.349667
n_projects,1.2924,Sheepshead (Adult),311.252747
n_projects,1.2924,Sheepshead (Recruit),28.980617
n_projects,1.2924,Blue Crab (Recruit),451.113113
n_projects,1.2924,Common Snook (Adult),628.144577
n_projects,1.2924,Common Snook (Sub-adult),11.416681
n_projects,1.2924,Spotted Seatrout (Adult),132.622433
n_projects,1.2924,Spotted Seatrout (Recruit),485.809288
n_projects,1.2924,Gray Snapper (Recruit),51.357113
n_projects,1.2924,Gray Snapper (Sub-adult),97.410438
n_projects,1.2924,Gag Grouper (Sub-adult),25.355893
n_projects,1.2924,Red Drum (Recruit),37.692873
n_projects,1.2924,Red Drum (Sub-adult),341.592037
n_projects,1.3918,Sheepshead (Adult),312.426645
n_projects,1.3918,Sheepshead (Recruit),28.99172
n_projects,1.3918,Blue Crab (Recruit),450.709217
n_projects,1.3918,Common Snook (Adult),628.386124
n_projects,1.3918,Common Snook (Sub-adult),11.359004
n_projects,1.3918,Spotted Seatrout (Adult),133.168087
n_projects,1.3918,Spotted Seatrout (Recruit),486.858492
n_projects,1.3918,Gray Snapper (Recruit),51.297952
n_projects,1.3918,Gray Snapper (Sub-adult),97.693059
n_projects,1.3918,Gag Grouper (Sub-adult),25.526928
n_projects,1.3918,Red Drum (Recruit),37.70167
n_projects,1.3918,Red Drum (Sub-adult),341.865158
n_projects,1.4912,Sheepshead (Adult),313.604247
n_projects,1.4912,Sheepshead (Recruit),28.991849
n_projects,1.4912,Blue Crab (Recruit),450.355488
n_projects,1.4912,Common Snook (Adult),628.680311
n_projects,1.4912,Common Snook (Sub-adult),11.307072
n_projects,1.4912,Spotted Seatrout (Adult),133.700855
n_projects,1.4912,Spotted Seatrout (Recruit),487.725203
n_projects,1.4912,Gray Snapper (Recruit),51.259178
n_projects,1.4912,Gray Snapper (Sub-adult),97.974839
n_projects,1.4912,Gag Grouper (Sub-adult),25.695135
n_projects,1.4912,Red Drum (Recruit),37.707249
n_projects,1.4912,Red Drum (Sub-adult),342.180603
n_projects,1.5906,Sheepshead (Adult),314.795482
n_projects,1.5906,Sheepshead (Recruit),29.002258
n_projects,1.5906,Blue Crab (Recruit),450.050018
n_projects,1.5906,Common Snook (Adult),629.018785
n_projects,1.5906,Common Snook (Sub-adult),11.25701
n_projects,1.5906,Spotted Seatrout (Adult),134.231707
n_projects,1.5906,Spotted Seatrout (Recruit),488.530138
n_projects,1.5906,Gray Snapper (Recruit),51.228347
n_projects,1.5906,Gray Snapper (Sub-adult),98.25331
n_projects,1.5906,Gag Grouper (Sub-adult),25.856289
n_projects,1.5906,Red Drum (Recruit),37.696175
n_projects,1.5906,Red Drum (Sub-adult),342.513828
n_projects,1.6901,Sheepshead (Adult),316.005733
n_projects,1.6901,Sheepshead (Recruit),29.014789
n_projects,1.6901,Blue Crab (Recruit),449.713669
n_projects,1.6901,Common Snook (Adult),629.378374
n_projects,1.6901,Common Snook (Sub-adult),11.209092
n_projects,1.6901,Spotted Seatrout (Adult),134.741993
n_projects,1.6901,Spotted Seatrout (Recruit),489.221956
n_projects,1.6901,Gray Snapper (Recruit),51.180038
n_projects,1.6901,Gray Snapper (Sub-adult),98.512352
n_projects,1.6901,Gag Grouper (Sub-adult),26.008433
n_projects,1.6901,Red Drum (Recruit),37.699064
n_projects,1.6901,Red Drum (Sub-adult),342.888542
n_projects,1.7895,Sheepshead (Adult),317.207798
n_projects,1.7895,Sheepshead (Recruit),29.00788
n_projects,1.7895,Blue Crab (Recruit),449.361294
n_projects,1.7895,Common Snook (Adult),629.646563
n_projects,1.7895,Common Snook (Sub-adult),11.152463
n_projects,1.7895,Spotted Seatrout (Adult),135.272156
n_projects,1.7895,Spotted Seatrout (Recruit),489.831318
n_projects,1.7895,Gray Snapper (Recruit),51.127504
n_projects,1.7895,Gray Snapper (Sub-adult),98.777102
n_projects,1.7895,Gag Grouper (Sub-adult),26.160013
n_projects,1.7895,Red Drum (Recruit),37.712517
n_projects,1.7895,Red Drum (Sub-adult),343.296703
n_projects,1.8889,Sheepshead (Adult),318.496894
n_projects,1.8889,Sheepshead (Recruit),29.013565
n_projects,1.8889,Blue Crab (Recruit),449.103458
n_projects,1.8889,Common Snook (Adult),629.921768
n_projects,1.8889,Common Snook (Sub-adult),11.111031
n_projects,1.8889,Spotted Seatrout (Adult),135.824411
n_projects,1.8889,Spotted Seatrout (Recruit),490.404238
n_projects,1.8889,Gray Snapper (Recruit),51.07222
n_projects,1.8889,Gray Snapper (Sub-adult),99.071054
n_projects,1.8889,Gag Grouper (Sub-adult),26.30032
n_projects,1.8889,Red Drum (Recruit),37.721995
n_projects,1.8889,Red Drum (Sub-adult),343.795193
Acres_Restored,0.0,Sheepshead (Adult),303.157366
Acres_Restored,0.0,Sheepshead (Recruit),28.956417
Acres_Restored,0.0,Blue Crab (Recruit),460.219883
Acres_Restored,0.0,Common Snook (Adult),668.8759
Acres_Restored,0.0,Common Snook (Sub-adult),12.067942
Acres_Restored,0.0,Spotted Seatrout (Adult),128.115112
Acres_Restored,0.0,Spotted Seatrout (Recruit),475.864664
Acres_Restored,0.0,Gray Snapper (Recruit),52.016894
Acres_Restored,0.0,Gray Snapper (Sub-adult),96.449983
Acres_Restored,0.0,Gag Grouper (Sub-adult),23.142714
Acres_Restored,0.0,Red Drum (Recruit),38.126051
Acres_Restored,0.0,Red Drum (Sub-adult),342.838272
Acres_Restored,10.9957,Sheepshead (Adult),303.351497
Acres_Restored,10.9957,Sheepshead (Recruit),28.921263
Acres_Restored,10.9957,Blue Crab (Recruit),459.980167
Acres_Restored,10.9957,Common Snook (Adult),666.979256
Acres_Restored,10.9957,Common Snook (Sub-adult),12.043339
Acres_Restored,10.9957,Spotted Seatrout (Adult),128.18659
Acres_Restored,10.9957,Spotted Seatrout (Recruit),476.071447
Acres_Restored,10.9957,Gray Snapper (Recruit),51.95112
Acres_Restored,10.9957,Gray Snapper (Sub-adult),96.498313
Acres_Restored,10.9957,Gag Grouper (Sub-adult),23.143913
Acres_Restored,10.9957,Red Drum (Recruit),38.153345
Acres_Restored,10.9957,Red Drum (Sub-adult),342.347466
Acres_Restored,21.9914,Sheepshead (Adult),303.527032
Acres_Restored,21.9914,Sheepshead (Recruit),28.876603
Acres_Restored,21.9914,Blue Crab (Recruit),459.687481
Acres_Restored,21.9914,Common Snook (Adult),665.016426
Acres_Restored,21.9914,Common Snook (Sub-adult),12.005096
Acres_Restored,21.9914,Spotted Seatrout (Adult),128.308399
Acres_Restored,21.9914,Spotted Seatrout (Recruit),476.239183
Acres_Restored,21.9914,Gray Snapper (Recruit),51.883025
Acres_Restored,21.9914,Gray Snapper (Sub-adult),96.535131
Acres_Restored,21.9914,Gag Grouper (Sub-adult),23.14176
Acres_Restored,21.9914,Red Drum (Recruit),38.18
Acres_Restored,21.9914,Red Drum (Sub-adult),341.847343
Acres_Restored,32.9871,Sheepshead (Adult),303.713767
Acres_Restored,32.9871,Sheepshead (Recruit),28.830198
Acres_Restored,32.9871,Blue Crab (Recruit),459.423733
Acres_Restored,32.9871,Common Snook (Adult),663.089621
Acres_Restored,32.9871,Common Snook (Sub-adult),11.982501
Acres_Restored,32.9871,Spotted Seatrout (Adult),128.388407
Acres_Restored,32.9871,Spotted Seatrout (Recruit),476.413969
Acres_Restored,32.9871,Gray Snapper (Recruit),51.829102
Acres_Restored,32.9871,Gray Snapper (Sub-adult),96.585836
Acres_Restored,32.9871,Gag Grouper (Sub-adult),23.141259
Acres_Restored,32.9871,Red Drum (Recruit),38.2102
Acres_Restored,32.9871,Red Drum (Sub-adult),341.344475
Acres_Restored,43.9828,Sheepshead (Adult),303.889503
Acres_Restored,43.9828,Sheepshead (Recruit),28.782622
Acres_Restored,43.9828,Blue Crab (Recruit),459.116409
Acres_Restored,43.9828,Common Snook (Adult),661.226822
Acres_Restored,43.9828,Common Snook (Sub-adult),11.949782
Acres_Restored,43.9828,Spotted Seatrout (Adult),128.483282
Acres_Restored,43.9828,Spotted Seatrout (Recruit),476.601534
Acres_Restored,43.9828,Gray Snapper (Recruit),51.763228
Acres_Restored,43.9828,Gray Snapper (Sub-adult),96.629261
Acres_Restored,43.9828,Gag Grouper (Sub-adult),23.138964
Acres_Restored,43.9828,Red Drum (Recruit),38.258533
Acres_Restored,43.9828,Red Drum (Sub-adult),340.832741
Acres_Restored,54.9786,Sheepshead (Adult),304.093635
Acres_Restored,54.9786,Sheepshead (Recruit),28.75376
Acres_Restored,54.9786,Blue Crab (Recruit),458.819614
Acres_Restored,54.9786,Common Snook (Adult),659.360527
Acres_Restored,54.9786,Common Snook (Sub-adult),11.920382
Acres_Restored,54.9786,Spotted Seatrout (Adult),128.584414
Acres_Restored,54.9786,Spotted Seatrout (Recruit),476.867701
Acres_Restored,54.9786,Gray Snapper (Recruit),51.699402
Acres_Restored,54.9786,Gray Snapper (Sub-adult),96.673444
Acres_Restored,54.9786,Gag Grouper (Sub-adult),23.137598
Acres_Restored,54.9786,Red Drum (Recruit),38.277824
Acres_Restored,54.9786,Red Drum (Sub-adult),340.332012
Acres_Restored,65.9743,Sheepshead (Adult),304.276809
Acres_Restored,65.9743,Sheepshead (Recruit),28.710976
Acres_Restored,65.9743,Blue Crab (Recruit),458.567501
Acres_Restored,65.9743,Common Snook (Adult),657.478361
Acres_Restored,65.9743,Common Snook (Sub-adult),11.891336
Acres_Restored,65.9743,Spotted Seatrout (Adult),128.686127
Acres_Restored,65.9743,Spotted Seatrout (Recruit),477.040705
Acres_Restored,65.9743,Gray Snapper (Recruit),51.637746
Acres_Restored,65.9743,Gray Snapper (Sub-adult),96.717118
Acres_Restored,65.9743,Gag Grouper (Sub-adult),23.132338
Acres_Restored,65.9743,Red Drum (Recruit),38.300484
Acres_Restored,65.9743,Red Drum (Sub-adult),339.837543
Acres_Restored,76.97,Sheepshead (Adult),304.477799
Acres_Restored,76.97,Sheepshead (Recruit),28.654482
Acres_Restored,76.97,Blue Crab (Recruit),458.280994
Acres_Restored,76.97,Common Snook (Adult),655.647575
Acres_Restored,76.97,Common Snook (Sub-adult),11.86872
Acres_Restored,76.97,Spotted Seatrout (Adult),128.772488
Acres_Restored,76.97,Spotted Seatrout (Recruit),477.194624
Acres_Restored,76.97,Gray Snapper (Recruit),51.570198
Acres_Restored,76.97,Gray Snapper (Sub-adult),96.761175
Acres_Restored,76.97,Gag Grouper (Sub-adult),23.126288
Acres_Restored,76.97,Red Drum (Recruit),38.328946
Acres_Restored,76.97,Red Drum (Sub-adult),339.351398
Acres_Restored,87.9657,Sheepshead (Adult),304.681037
Acres_Restored,87.9657,Sheepshead (Recruit),28.633765
Acres_Restored,87.9657,Blue Crab (Recruit),457.918873
Acres_Restored,87.9657,Common Snook (Adult),653.866886
Acres_Restored,87.9657,Common Snook (Sub-adult),11.836958
Acres_Restored,87.9657,Spotted Seatrout (Adult),128.880831
Acres_Restored,87.9657,Spotted Seatrout (Recruit),477.350548
Acres_Restored,87.9657,Gray Snapper (Recruit),51.504711
Acres_Restored,87.9657,Gray Snapper (Sub-adult),96.814125
Acres_Restored,87.9657,Gag Grouper (Sub-adult),23.122352
Acres_Restored,87.9657,Red Drum (Recruit),38.370111
Acres_Restored,87.9657,Red Drum (Sub-adult),338.869686
Acres_Restored,98.9614,Sheepshead (Adult),304.874987
Acres_Restored,98.9614,Sheepshead (Recruit),28.57839
Acres_Restored,98.9614,Blue Crab (Recruit),457.664623
Acres_Restored,98.9614,Common Snook (Adult),652.001728
Acres_Restored,98.9614,Common Snook (Sub-adult),11.803481
Acres_Restored,98.9614,Spotted Seatrout (Adult),128.996296
Acres_Restored,98.9614,Spotted Seatrout (Recruit),477.46809
Acres_Restored,98.9614,Gray Snapper (Recruit),51.432401
Acres_Restored,98.9614,Gray Snapper (Sub-adult),96.850491
Acres_Restored,98.9614,Gag Grouper (Sub-adult),23.112101
Acres_Restored,98.9614,Red Drum (Recruit),38.410875
Acres_Restored,98.9614,Red Drum (Sub-adult),338.374096
Acres_Restored,109.9571,Sheepshead (Adult),305.053828
Acres_Restored,109.9571,Sheepshead (Recruit),28.535397
Acres_Restored,109.9571,Blue Crab (Recruit),457.274643
Acres_Restored,109.9571,Common Snook (Adult),650.206055
Acres_Restored,109.9571,Common Snook (Sub-adult),11.773855
Acres_Restored,109.9571,Spotted Seatrout (Adult),129.073923
Acres_Restored,109.9571,Spotted Seatrout (Recruit),477.684195
Acres_Restored,109.9571,Gray Snapper (Recruit),51.360414
Acres_Restored,109.9571,Gray Snapper (Sub-adult),96.890355
Acres_Restored,109.9571,Gag Grouper (Sub-adult),23.106218
Acres_Restored,109.9571,Red Drum (Recruit),38.422157
Acres_Restored,109.9571,Red Drum (Sub-adult),337.89151
Acres_Restored,120.9528,Sheepshead (Adult),305.276772
Acres_Restored,120.9528,Sheepshead (Recruit),28.497433
Acres_Restored,120.9528,Blue Crab (Recruit),457.025131
Acres_Restored,120.9528,Common Snook (Adult),648.444969
Acres_Restored,120.9528,Common Snook (Sub-adult),11.747088
Acres_Restored,120.9528,Spotted Seatrout (Adult),129.169239
Acres_Restored,120.9528,Spotted Seatrout (Recruit),477.904518
Acres_Restored,120.9528,Gray Snapper (Recruit),51.288585
Acres_Restored,120.9528,Gray Snapper (Sub-adult),96.933602
Acres_Restored,120.9528,Gag Grouper (Sub-adult),23.09668
Acres_Restored,120.9528,Red Drum (Recruit),38.454155
Acres_Restored,120.9528,Red Drum (Sub-adult),337.431419
Acres_Restored,131.9485,Sheepshead (Adult),305.457411
Acres_Restored,131.9485,Sheepshead (Recruit),28.463086
Acres_Restored,131.9485,Blue Crab (Recruit),456.616489
Acres_Restored,131.9485,Common Snook (Adult),646.644148
Acres_Restored,131.9485,Common Snook (Sub-adult),11.716335
Acres_Restored,131.9485,Spotted Seatrout (Adult),129.285036
Acres_Restored,131.9485,Spotted Seatrout (Recruit),478.103123
Acres_Restored,131.9485,Gray Snapper (Recruit),51.216192
Acres_Restored,131.9485,Gray Snapper (Sub-adult),96.972581
Acres_Restored,131.9485,Gag Grouper (Sub-adult),23.087472
Acres_Restored,131.9485,Red Drum (Recruit),38.495289
Acres_Restored,131.9485,Red Drum (Sub-adult),336.966606
Acres_Restored,142.9443,Sheepshead (Adult),305.645852
Acres_Restored,142.9443,Sheepshead (Recruit),28.419293
Acres_Restored,142.9443,Blue Crab (Recruit),456.343475
Acres_Restored,142.9443,Common Snook (Adult),644.86183
Acres_Restored,142.9443,Common Snook (Sub-adult),11.6792
Acres_Restored,142.9443,Spotted Seatrout (Adult),129.386806
Acres_Restored,142.9443,Spotted Seatrout (Recruit),478.337118
Acres_Restored,142.9443,Gray Snapper (Recruit),51.148459
Acres_Restored,142.9443,Gray Snapper (Sub-adult),97.013082
Acres_Restored,142.9443,Gag Grouper (Sub-adult),23.07727
Acres_Restored,142.9443,Red Drum (Recruit),38.5203
Acres_Restored,142.9443,Red Drum (Sub-adult),336.498055
Acres_Restored,153.94,Sheepshead (Adult),305.880405
Acres_Restored,153.94,Sheepshead (Recruit),28.37327
Acres_Restored,153.94,Blue Crab (Recruit),455.980534
Acres_Restored,153.94,Common Snook (Adult),643.155003
Acres_Restored,153.94,Common Snook (Sub-adult),11.658087
Acres_Restored,153.94,Spotted Seatrout (Adult),129.492586
Acres_Restored,153.94,Spotted Seatrout (Recruit),478.458563
Acres_Restored,153.94,Gray Snapper (Recruit),51.084784
Acres_Restored,153.94,Gray Snapper (Sub-adult),97.063935
Acres_Restored,153.94,Gag Grouper (Sub-adult),23.067578
Acres_Restored,153.94,Red Drum (Recruit),38.562742
Acres_Restored,153.94,Red Drum (Sub-adult),336.034931
Acres_Restored,164.9357,Sheepshead (Adult),306.071173
Acres_Restored,164.9357,Sheepshead (Recruit),28.342436
Acres_Restored,164.9357,Blue Crab (Recruit),455.65118
Acres_Restored,164.9357,Common Snook (Adult),641.371325
Acres_Restored,164.9357,Common Snook (Sub-adult),11.623753
Acres_Restored,164.9357,Spotted Seatrout (Adult),129.590996
Acres_Restored,164.9357,Spotted Seatrout (Recruit),478.675272
Acres_Restored,164.9357,Gray Snapper (Recruit),51.012947
Acres_Restored,164.9357,Gray Snapper (Sub-adult),97.108076
Acres_Restored,164.9357,Gag Grouper (Sub-adult),23.058063
Acres_Restored,164.9357,Red Drum (Recruit),38.592277
Acres_Restored,164.9357,Red Drum (Sub-adult),335.562347
Acres_Restored,175.9314,Sheepshead (Adult),306.25385
Acres_Restored,175.9314,Sheepshead (Recruit),28.29685
Acres_Restored,175.9314,Blue Crab (Recruit),455.24844
Acres_Restored,175.9314,Common Snook (Adult),639.630796
Acres_Restored,175.9314,Common Snook (Sub-adult),11.594561
Acres_Restored,175.9314,Spotted Seatrout (Adult),129.693405
Acres_Restored,175.9314,Spotted Seatrout (Recruit),478.975357
Acres_Restored,175.9314,Gray Snapper (Recruit),50.945551
Acres_Restored,175.9314,Gray Snapper (Sub-adult),97.156502
Acres_Restored,175.9314,Gag Grouper (Sub-adult),23.050054
Acres_Restored,175.9314,Red Drum (Recruit),38.612446
Acres_Restored,175.9314,Red Drum (Sub-adult),335.090466
Acres_Restored,186.9271,Sheepshead (Adult),306.454212
Acres_Restored,186.9271,Sheepshead (Recruit),28.256418
Acres_Restored,186.9271,Blue Crab (Recruit),454.909668
Acres_Restored,186.9271,Common Snook (Adult),637.899563
Acres_Restored,186.9271,Common Snook (Sub-adult),11.56155
Acres_Restored,186.9271,Spotted Seatrout (Adult),129.794903
Acres_Restored,186.9271,Spotted Seatrout (Recruit),479.175323
Acres_Restored,186.9271,Gray Snapper (Recruit),50.873151
Acres_Restored,186.9271,Gray Snapper (Sub-adult),97.206241
Acres_Restored,186.9271,Gag Grouper (Sub-adult),23.03789
Acres_Restored,186.9271,Red Drum (Recruit),38.642316
Acres_Restored,186.9271,Red Drum (Sub-adult),334.630058
Acres_Restored,197.9228,Sheepshead (Adult),306.684342
Acres_Restored,197.9228,Sheepshead (Recruit),28.227598
Acres_Restored,197.9228,Blue Crab (Recruit),454.528976
Acres_Restored,197.9228,Common Snook (Adult),636.221436
Acres_Restored,197.9228,Common Snook (Sub-adult),11.536088
Acres_Restored,197.9228,Spotted Seatrout (Adult),129.890247
Acres_Restored,197.9228,Spotted Seatrout (Recruit),479.302443
Acres_Restored,197.9228,Gray Snapper (Recruit),50.804423
Acres_Restored,197.9228,Gray Snapper (Sub-adult),97.256079
Acres_Restored,197.9228,Gag Grouper (Sub-adult),23.025991
Acres_Restored,197.9228,Red Drum (Recruit),38.686266
Acres_Restored,197.9228,Red Drum (Sub-adult),334.190922
Acres_Restored,208.9185,Sheepshead (Adult),306.850523
Acres_Restored,208.9185,Sheepshead (Recruit),28.198177
Acres_Restored,208.9185,Blue Crab (Recruit),454.135983
Acres_Restored,208.9185,Common Snook (Adult),634.484209
Acres_Restored,208.9185,Common Snook (Sub-adult),11.50631
Acres_Restored,208.9185,Spotted Seatrout (Adult),129.965536
Acres_Restored,208.9185,Spotted Seatrout (Recruit),479.565723
Acres_Restored,208.9185,Gray Snapper (Recruit),50.726391
Acres_Restored,208.9185,Gray Snapper (Sub-adult),97.312019
Acres_Restored,208.9185,Gag Grouper (Sub-adult),23.014982
